100
0 3 6
48 71 12
51 89 1
37 60 2
70 88 10
70 56 1
32 29 17
15 16 10
20 53 6
96 52 17
18 84 2
78 50 11
62 79 17
58 69 11
52 34 12
47 64 19
11 0 1
65 60 11
30 97 9
74 56 5
74 47 4
19 76 14
82 77 6
44 26 15
96 58 16
73 1 5
21 6 11
86 22 7
18 97 18
96 80 13
41 85 16
53 38 2
3 49 14
94 44 6
20 97 12
17 8 15
54 2 14
9 25 1
86 2 2
72 79 7
42 38 16
57 20 14
88 90 5
78 52 11
15 69 6
34 17 8
45 68 3
80 27 18
63 2 3
69 23 3
35 66 3
55 15 7
64 22 19
69 85 10
47 44 16
50 17 3
19 50 13
21 40 12
26 23 16
20 4 16
92 35 8
16 10 18
26 76 15
31 8 9
93 12 4
38 39 15
35 93 12
96 62 6
26 80 5
6 83 18
52 90 6
5 78 6
78 89 5
18 58 16
89 20 4
64 37 16
90 84 17
19 21 19
97 79 13
7 90 17
64 56 6
54 29 6
44 59 15
76 56 11
67 33 18
32 69 1
74 99 6
26 54 12
34 31 17
12 51 2
59 89 10
54 34 14
53 65 12
84 21 9
41 90 1
31 76 13
14 63 5
27 71 6
76 23 15
86 71 1
43 74 12
14 76 19
87 68 12
5 18 13
62 43 12
60 96 3
51 1 1
25 38 3
71 39 16
74 92 17
91 77 6
15 63 13
59 76 14
89 43 11
99 33 1
84 78 12
98 27 2
61 27 19
33 97 11
85 47 18
52 48 4
84 59 17
39 35 4
11 65 3
95 84 3
54 63 18
1 9 19
11 35 3
44 73 10
36 76 4
70 69 10
64 29 12
72 90 1
15 25 9
40 38 5
81 26 3
96 87 16
33 65 14
44 98 6
26 38 8
57 71 15
58 22 17
44 54 18
56 84 19
97 96 9
53 74 17
20 41 13
21 88 1
55 58 5
10 75 8
3 54 14
70 85 14
30 77 8
98 25 4
65 32 8
68 55 3
21 27 19
59 48 18
92 44 15
17 58 16
44 96 4
43 70 18
71 43 19
94 0 6
59 71 7
15 82 5
20 2 18
37 7 17
5 63 17
55 46 1
91 76 8
32 86 11
78 12 8
64 72 5
7 61 6
9 35 15
4 36 6
91 42 17
24 99 15
97 89 7
45 99 14
58 80 7
24 15 9
94 45 7
58 1 14
88 44 1
21 79 3
91 56 2
83 40 17
15 73 7
29 88 14
21 37 7
22 14 8
19 16 18
98 5 10
63 17 6
90 99 4
57 46 5
79 8 19
33 31 7
45 0 7
66 8 7
38 95 2
55 84 18
35 20 16
3 57 8
61 87 13
5 66 15
46 79 6
11 9 17
25 62 1
33 73 2
7 82 12
12 43 1
54 66 14
27 82 16
52 42 16
86 75 19
2 96 17
92 69 4
81 20 6
56 95 3
46 6 5
66 20 5
14 6 16
75 31 10
88 39 9
7 39 9
99 11 12
28 10 16
93 55 11
36 27 13
55 77 4
86 4 16
78 94 2
73 46 12
33 86 19
5 38 19
43 49 4
61 24 16
93 86 17
88 23 15
92 82 15
95 47 2
74 3 9
98 66 9
56 10 3
22 45 6
90 88 18
57 21 6
38 16 17
45 69 2
6 30 3
18 12 18
40 74 2
0 11 15
97 29 9
85 56 2
65 41 12
73 38 16
24 54 16
4 88 7
9 89 6
5 80 4
71 74 15
6 96 11
62 58 7
44 7 2
40 6 16
67 54 16
57 31 1
64 49 13
41 53 4
47 15 3
27 52 4
61 77 6
16 40 15
1 99 12
81 58 2
95 55 15
7 49 19
21 2 13
2 39 9
16 9 12
0 29 15
65 93 16
94 82 19
22 43 5
15 29 8
94 85 18
81 73 18
92 73 11
16 44 15
37 17 17
32 40 17
25 41 6
87 39 18
71 17 12
80 40 1
62 63 19
3 84 17
11 18 10
49 54 16
33 76 5
54 56 16
43 12 8
15 0 1
95 37 3
4 42 13
46 67 5
8 54 6
29 59 3
52 39 7
95 59 1
22 84 12
41 57 3
76 69 19
86 35 19
83 14 9
6 28 8
43 65 4
30 8 11
41 50 16
16 41 16
95 54 12
55 65 4
53 76 8
87 29 14
54 82 19
96 99 3
83 57 6
98 76 18
36 55 6
64 70 4
19 7 19
29 56 12
58 16 2
79 51 18
0 30 15
71 79 14
18 94 3
8 42 13
6 7 5
59 54 8
11 53 3
41 6 17
45 74 18
53 8 3
17 89 8
16 98 3
18 85 19
63 9 19
28 39 18
57 24 9
58 82 18
72 64 15
24 38 6
95 98 14
21 59 7
86 90 3
69 89 6
4 56 2
56 44 9
15 12 13
56 7 13
74 33 12
59 33 12
50 0 4
49 83 3
35 32 3
68 60 3
79 42 4
39 2 12
62 16 4
95 76 16
92 47 16
50 22 2
41 29 18
95 35 11
39 81 17
79 31 18
87 82 18
19 84 2
19 45 13
76 73 15
20 7 2
98 71 15
41 26 11
46 31 17
66 78 18
81 12 19
70 54 14
72 44 18
12 3 11
18 24 12
23 60 18
70 57 10
31 84 15
27 35 17
97 4 6
42 67 19
40 86 4
63 39 16
85 17 15
64 10 17
45 5 2
89 68 9
3 74 16
19 54 3
20 17 6
98 48 13
45 42 4
52 67 6
38 31 10
42 45 13
26 82 12
90 77 8
50 13 16
54 33 10
9 39 18
6 3 7
89 7 6
12 33 4
3 50 5
45 91 10
58 17 3
66 14 13
30 81 15
51 24 5
65 42 8
43 0 8
32 13 1
60 17 17
16 49 10
95 92 4
28 13 13
5 24 6
22 37 12
76 63 3
6 78 8
22 69 3
1 60 18
5 61 3
94 38 5
6 66 14
31 64 7
87 5 14
46 55 14
3 95 17
70 18 6
99 94 10
28 57 5
20 51 18
7 47 7
45 37 14
0 23 7
15 97 6
14 25 6
35 37 8
94 65 9
90 74 18
44 92 5
88 58 19
80 3 7
82 52 11
57 15 17
44 4 16
36 74 14
85 46 15
73 37 3
6 81 11
76 32 8
72 66 19
16 88 12
58 56 4
33 8 13
94 68 5
35 74 2
6 4 2
36 98 5
10 83 15
53 41 18
11 97 3
91 57 7
91 22 9
43 52 12
64 16 16
38 68 7
17 27 2
49 4 18
79 33 5
73 36 13
20 39 18
93 32 4
43 4 6
65 13 16
37 81 10
3 51 7
3 68 17
25 46 12
3 26 16
66 90 3
72 89 14
2 0 3
85 58 1
89 13 19
56 89 9
44 5 17
1 6 17
71 85 4
18 76 14
92 11 12
77 50 13
22 5 3
75 71 2
29 17 7
82 58 17
89 78 19
54 79 12
91 49 9
89 33 16
34 22 8
40 89 13
21 92 18
5 31 3
30 71 3
11 98 1
41 72 6
88 21 2
37 42 2
50 79 17
37 91 15
72 93 11
15 47 14
53 67 9
33 66 9
96 95 5
30 96 8
37 2 10
19 23 3
42 82 6
8 96 12
76 7 3
20 98 15
45 58 12
10 41 10
20 63 16
96 0 1
40 20 11
67 27 17
51 61 11
39 86 12
80 65 17
18 49 17
73 18 1
94 12 8
87 7 6
64 95 5
78 27 15
1 65 12
35 25 8
22 88 19
34 93 17
22 46 3
29 18 6
99 36 16
84 35 7
58 76 18
87 41 10
80 31 17
95 81 7
3 97 9
64 27 14
61 94 18
18 63 14
23 34 13
54 65 2
49 37 3
30 3 9
24 36 19
65 80 1
56 99 9
3 14 3
52 28 11
68 54 15
35 59 6
96 32 3
63 67 1
32 98 16
31 14 12
23 18 6
94 79 11
6 12 7
26 10 15
84 46 9
60 5 9
25 27 17
22 65 18
76 70 12
39 78 10
21 4 2
24 67 9
36 31 18
67 63 8
43 99 10
81 30 10
13 66 12
72 31 7
10 50 1
38 6 13
87 6 15
68 61 5
14 71 18
3 73 3
90 37 14
24 35 14
38 84 16
40 34 3
4 59 10
20 54 3
67 76 17
31 90 7
62 83 2
29 1 12
11 87 17
79 76 15
21 48 14
64 32 9
39 93 1
28 98 9
90 12 11
50 99 14
24 16 2
11 76 7
21 98 12
31 96 12
79 74 6
0 39 1
44 15 7
62 2 2
64 11 8
99 77 1
93 3 10
51 81 13
16 8 19
73 54 1
21 62 15
21 86 3
33 15 12
12 22 11
97 66 19
40 45 11
53 98 4
97 10 19
71 32 12
0 35 2
38 4 5
79 17 10
56 29 9
77 96 15
55 76 9
17 79 5
84 69 6
38 3 1
4 49 17
69 30 16
20 52 2
8 12 13
0 61 9
50 23 14
50 41 11
95 45 11
95 74 13
66 39 19
97 91 14
55 33 17
82 30 7
99 21 11
77 86 3
68 63 6
81 86 18
90 29 16
92 6 4
87 30 6
15 78 3
48 15 2
96 40 1
26 5 19
49 17 13
30 18 4
61 12 8
5 23 7
33 17 16
1 47 17
8 16 11
89 80 17
77 47 5
90 75 11
66 65 3
61 85 16
78 54 7
82 15 17
24 73 9
89 88 15
9 46 1
3 29 3
84 38 10
65 70 8
88 59 12
49 47 2
15 46 1
23 27 12
21 12 12
32 0 14
14 32 14
31 98 8
1 82 10
39 11 5
57 97 4
7 25 17
92 61 5
74 63 2
51 60 15
1 70 6
57 77 10
67 81 2
62 61 10
63 84 15
12 30 5
65 52 12
13 80 4
63 3 8
68 35 13
13 26 7
11 2 8
83 46 14
51 28 12
17 5 18
27 30 3
8 30 9
61 4 1
15 9 13
1 76 5
73 91 10
87 45 12
13 92 7
52 63 9
73 64 15
61 25 7
39 17 17
62 41 14
16 83 4
66 5 19
56 19 1
35 33 14
48 85 19
14 8 4
1 33 2
2 42 19
38 43 9
91 80 13
45 28 10
26 55 10
17 70 2
87 72 8
30 7 18
75 38 5
83 23 18
88 1 19
99 5 1
67 77 15
14 7 3
14 16 4
22 34 7
43 51 13
72 46 12
96 50 19
93 31 19
23 21 14
91 8 4
79 92 10
13 12 18
42 26 11
21 24 18
36 57 2
21 5 1
99 61 7
76 13 4
49 65 6
34 8 2
25 89 17
62 76 5
68 38 13
96 1 16
29 24 17
69 47 4
5 94 16
24 22 4
61 9 4
71 72 11
95 80 6
96 48 7
44 12 13
63 51 12
18 61 15
48 76 18
34 30 16
92 63 19
87 11 18
26 3 15
60 85 8
61 80 10
39 6 1
99 43 4
10 64 12
56 98 6
58 40 15
14 4 18
87 73 6
77 72 1
3 48 7
62 26 11
35 48 15
85 23 5
87 43 6
30 83 14
93 76 19
96 34 11
69 12 9
95 67 9
68 58 9
50 78 12
18 20 4
33 60 11
67 83 19
8 6 12
12 48 5
71 38 6
77 80 2
16 75 12
16 32 15
31 61 16
27 94 17
36 8 12
80 36 12
25 71 9
32 3 7
31 91 12
82 65 1
35 95 4
43 38 6
56 15 17
19 93 14
58 9 14
25 9 14
76 91 12
27 83 7
27 24 18
12 98 13
31 85 6
82 44 14
76 27 2
72 10 13
27 46 15
93 35 3
43 55 15
71 15 19
18 37 17
18 80 9
63 1 11
28 37 13
36 91 3
81 2 13
15 92 19
7 62 8
46 38 3
70 30 1
34 14 14
50 95 9
16 94 11
43 46 16
74 46 3
25 95 1
89 52 6
15 67 8
74 27 14
5 44 15
2 81 3
34 95 13
28 17 2
48 82 6
69 64 11
66 19 6
4 97 13
65 49 9
36 86 14
25 69 2
13 20 10
92 57 5
85 51 16
73 79 17
82 68 13
63 54 15
8 88 19
1 86 4
36 94 17
19 0 2
6 40 3
10 87 4
45 97 19
96 82 5
62 80 14
2 46 1
45 12 19
61 97 11
22 52 2
80 6 10
34 52 12
46 54 1
91 39 18
20 67 2
65 39 9
9 44 10
52 77 4
1 37 19
36 84 14
78 37 17
82 96 10
25 1 3
65 96 12
30 55 3
33 96 9
97 23 6
5 37 14
73 27 9
68 2 2
28 0 11
75 49 17
57 3 4
59 38 10
49 94 6
96 70 13
18 73 10
31 79 18
65 47 16
36 96 7
35 65 6
59 88 2
74 95 4
49 40 16
45 81 16
43 37 11
30 87 6
44 91 5
13 32 19
94 51 2
54 30 3
10 28 1
14 75 14
27 74 10
95 9 3
4 69 18
8 5 7
73 42 19
95 63 13
12 2 8
67 0 15
5 40 13
84 43 8
32 80 18
3 99 2
77 88 14
88 4 6
78 6 4
21 13 11
94 71 1
90 95 1
87 86 7
77 63 10
48 26 19
53 2 10
27 47 9
83 63 11
41 37 15
9 17 9
18 55 15
38 5 7
43 32 17
36 14 7
2 88 16
56 94 11
75 36 8
71 63 2
47 24 13
88 30 14
89 31 7
91 53 8
38 17 11
80 87 7
86 43 7
86 91 1
11 59 15
39 0 4
66 87 11
58 15 1
95 93 9
49 28 14
38 28 1
72 0 17
73 66 15
8 93 15
89 39 7
53 35 17
82 31 1
98 58 17
5 46 1
48 35 14
92 48 11
41 3 19
99 45 10
40 28 18
6 94 17
77 22 9
82 25 5
99 19 8
82 97 18
56 97 2
23 22 3
10 66 15
24 34 10
37 46 13
56 47 14
96 18 18
94 70 15
75 40 16
59 4 15
89 67 5
35 67 4
69 36 1
58 6 2
3 80 12
1 90 12
4 53 3
47 16 8
47 98 16
46 3 13
73 19 9
14 57 15
35 44 7
90 56 17
51 43 1
47 17 4
78 29 2
1 91 7
73 62 2
40 72 2
17 86 4
48 40 15
64 35 19
65 82 16
43 96 11
30 12 18
35 2 18
0 62 9
7 98 12
80 94 7
11 79 14
55 42 19
12 40 17
81 62 19
11 85 3
63 94 8
40 87 8
47 95 11
98 61 7
9 87 8
70 8 2
41 68 19
73 43 11
82 2 17
7 99 12
27 5 3
25 34 2
96 38 9
61 29 10
66 2 16
14 62 14
70 17 7
92 22 17
52 44 19
45 33 9
44 68 14
51 39 8
62 66 1
30 9 12
25 73 12
2 17 19
87 89 11
85 7 10
17 20 7
41 60 1
95 90 10
69 87 6
25 23 1
37 49 2
2 83 17
0 51 17
39 30 13
13 99 11
61 32 16
44 95 18
15 84 1
23 48 2
77 62 4
81 72 4
47 4 8
71 1 4
55 17 9
47 74 19
1 73 5
17 13 12
65 68 4
57 6 8
58 39 4
57 1 5
39 29 6
89 59 7
88 8 10
87 4 19
26 42 12
51 76 2
18 95 4
62 97 12
14 45 16
29 89 19
17 21 4
53 48 8
66 83 16
27 18 19
43 53 16
48 75 12
60 63 12
77 78 4
51 32 8
31 23 2
55 97 11
69 28 8
69 58 2
43 3 9
57 35 19
25 76 15
87 0 12
6 97 5
75 73 10
66 86 1
21 93 18
50 83 9
14 49 18
46 85 12
41 94 9
9 94 15
50 3 5
40 9 13
49 0 3
69 88 11
39 34 16
37 27 10
57 91 14
73 48 19
51 26 11
40 59 1
71 4 5
84 70 13
2 4 6
24 32 15
62 49 16
3 18 3
85 88 10
27 8 13
20 80 9
71 93 12
80 13 2
65 62 8
54 42 1
85 4 9
17 56 9
8 95 17
4 99 2
4 71 5
38 96 15
62 24 5
90 80 18
95 15 11
78 21 5
62 72 2
44 31 3
78 95 2
84 57 16
21 20 12
60 34 9
9 30 19
41 10 16
61 55 3
73 49 4
6 89 15
44 56 1
24 48 9
80 85 10
69 95 17
14 46 2
61 90 6
40 3 15
98 63 2
68 42 1
1 22 5
87 71 9
63 97 19
67 8 12
81 3 2
29 74 16
82 75 12
19 31 17
63 69 8
86 46 7
27 42 7
9 61 7
47 78 10
82 54 16
58 85 13
83 27 11
46 63 14
16 96 16
89 23 1
38 76 6
77 16 4
68 82 12
59 1 7
26 43 1
9 52 11
13 34 11
20 55 7
72 67 13
15 79 11
94 98 3
12 35 17
4 25 4
26 53 15
33 3 2
43 54 8
96 72 12
2 35 11
57 0 2
66 3 10
72 75 3
25 32 16
70 72 1
51 52 6
34 54 3
0 19 10
66 38 7
7 42 6
17 75 18
13 83 10
34 7 16
1 44 4
57 27 14
58 27 10
54 22 13
76 12 13
0 70 13
82 42 16
87 57 6
15 56 1
64 63 19
40 25 4
9 14 18
70 86 12
53 80 15
